ID	BA_LONG_NAME	BA_TYPE	AREA_ID	AREA_TYPE	FIELD_NAME	WELL_NAME	UWI	TITLE	CREATOR_NAME	CREATE_DATE	MEDIA_TYPE	DOCUMENT_TYPE	ITEM_CATEGORY	ITEM_SUB_CATEGORY	PAGE_COUNT	REMARK	DATA_STORE_NAME	DATA_STORE_TYPE	SOURCE	QC_STATUS	CHECKED_BY_BA_ID
72	PT Fake	UNIVERSITAS	1170	WILAYAH KERJA	Arun	BN-5	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	83.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7602
73	PT Fake	UNIVERSITAS	2672	WILAYAH KERJA	Jambi-Merang	BN-1	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	HSSE	HEALTH, SAFETY, ENVIRONMENT	60.00000	-	-	RACK	-	TERVERIFIKASI	6411
74	PT Gas	UNIT PELAKSANA	1323	WILAYAH KERJA	Sampang	BN-8	-	Well Testing and Analysis	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN AKHIR	ABANDONED AND PLUG	96.00000	-	-	RACK	-	TERVERIFIKASI	9196
75	PT Gas	UNIVERSITAS	1609	WILAYAH KERJA	Cepu	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	90.00000	-	-	BOX	-	TERVERIFIKASI	9515
76	PT Fake	BADAN USAHA	2837	WILAYAH KERJA	Sampang	BN-2	-	Production Optimization Strategies	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PENGEBORAN	WELLHEAD & OTHER EQUIP. INSTALLATION	65.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5109
77	PT Example	UNIT PELAKSANA	4744	WILAYAH KERJA	Rokan	BN-6	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	LAPORAN AKHIR	ABANDONED AND PLUG	48.00000	-	-	RACK	-	TERVERIFIKASI	4299
78	PT Example	BENTUK USAHA TETAP	2974	WILAYAH KERJA	Arun	BN-7	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	KERJA ULANG	STIMULASI SUMUR	58.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7195
79	PT Oil	BENTUK USAHA TETAP	356	WILAYAH KERJA	Tuban	BN-8	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	ASPEK KEGEOLOGIAN	PALEONTOLOGI	65.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4271
80	PT Example	UNIVERSITAS	3689	WILAYAH KERJA	Minas	BN-8	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	68.00000	-	-	BOX	-	TERVERIFIKASI	4827
81	PT Fake	UNIVERSITAS	4136	WILAYAH KERJA	Rokan	BN-6	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PRODUKSI	INJEKSI	65.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4736
82	Example Co.	UNIVERSITAS	2381	WILAYAH KERJA	Sampang	BN-5	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	ANALISA FORMASI	EVALUASI FORMASI	94.00000	-	-	BOX	-	TERVERIFIKASI	3771
83	PT Fake	UNIT PELAKSANA	1983	WILAYAH KERJA	Cepu	BN-2	-	Drilling and Completion Practices in Oil and Gas Wells	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	75.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8163
84	PT Fake	BENTUK USAHA TETAP	4783	WILAYAH KERJA	Sampang	BN-6	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	KERJA ULANG	STIMULASI SUMUR	38.00000	-	-	RACK	-	TERVERIFIKASI	3471
85	Example Co.	UNIT PELAKSANA	2270	WILAYAH KERJA	Jambi-Merang	BN-7	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	76.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	6750
86	PT Gas	BADAN USAHA	1104	WILAYAH KERJA	Duri	BN-5	-	Production Optimization Strategies	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	ASPEK KEGEOLOGIAN	ANALISA GEOKIMIA	79.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5579
87	PT Gas	BENTUK USAHA TETAP	4736	WILAYAH KERJA	Cepu	BN-5	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	KERTAS	KEUANGAN	KERJA ULANG	STIMULASI SUMUR	56.00000	-	-	SHELF	-	TERVERIFIKASI	2205
88	PT Fake	BADAN USAHA	1824	WILAYAH KERJA	Arun	BN-7	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PENGUJIAN SUMUR	UJI KANDUNGAN LAPISAN (UKL)	96.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	6165
89	Example Co.	UNIVERSITAS	4102	WILAYAH KERJA	Minas	BN-1	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	PENGEBORAN	COMPLETION	56.00000	-	-	SHELF	-	TERVERIFIKASI	2736
90	PT Example	BADAN USAHA	1471	WILAYAH KERJA	Jambi-Merang	BN-6	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PENGEBORAN	COMPLETION	43.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3397
91	Example Co.	UNIVERSITAS	4026	WILAYAH KERJA	Duri	BN-3	-	Enhanced Oil Recovery (EOR) Techniques	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	86.00000	-	-	SHELF	-	TERVERIFIKASI	8447
92	PT Gas	UNIVERSITAS	3792	WILAYAH KERJA	Duri	BN-8	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	KERJA ULANG	STIMULASI SUMUR	57.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	7102
93	PT Fake	UNIT PELAKSANA	1253	WILAYAH KERJA	Mahakam	BN-2	-	Production Optimization Strategies	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGUJIAN SUMUR	ANALISA PVT	63.00000	-	-	RACK	-	TERVERIFIKASI	8530
94	Example Co.	BENTUK USAHA TETAP	924	WILAYAH KERJA	Sampang	BN-3	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	95.00000	-	-	RACK	-	TERVERIFIKASI	6105
95	PT Gas	BADAN USAHA	1709	WILAYAH KERJA	Arun	BN-7	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	ANALISA PETROFISIKA	48.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4965
96	PT Oil	BENTUK USAHA TETAP	2588	WILAYAH KERJA	Minas	BN-6	-	Formation Evaluation and Petrophysical Analysis	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	53.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	9504
97	Example Co.	UNIVERSITAS	3014	WILAYAH KERJA	Tuban	BN-4	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGUJIAN SUMUR	ANALISA PVT	70.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	1886
98	PT Example	BADAN USAHA	3400	WILAYAH KERJA	Attaka	BN-1	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	EKSPLORASI & AKUISISI	DATA EKSPLORASI	79.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	9951
99	Example Co.	UNIT PELAKSANA	4762	WILAYAH KERJA	Cepu	BN-4	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	LAPORAN AKHIR	ABANDONED AND PLUG	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	2365
100	PT Fake	BENTUK USAHA TETAP	3574	WILAYAH KERJA	Tuban	BN-5	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	9012
101	PT Gas	UNIVERSITAS	3822	WILAYAH KERJA	Rokan	BN-3	-	Petroleum Geology and Exploration Methods	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PRODUKSI	LAPORAN PRODUKSI	89.00000	-	-	RACK	-	TERVERIFIKASI	6378
102	PT Oil	BADAN USAHA	3282	WILAYAH KERJA	Duri	BN-5	-	Production Optimization Strategies	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	61.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	9407
103	PT Example	UNIT PELAKSANA	2530	WILAYAH KERJA	Tuban	BN-3	-	Well Testing and Analysis	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	45.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	2807
104	Example Co.	BENTUK USAHA TETAP	1800	WILAYAH KERJA	Tuban	BN-2	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8472
105	PT Oil	BENTUK USAHA TETAP	1026	WILAYAH KERJA	Rokan	BN-4	-	Reservoir Management and Field Development Plans	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	ASPEK KEGEOLOGIAN	CORE PHOTOGRAPHY	93.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3901
106	PT Gas	BADAN USAHA	2985	WILAYAH KERJA	Arun	BN-4	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	84.00000	-	-	SHELF	-	TERVERIFIKASI	8863
107	PT Oil	BADAN USAHA	2099	WILAYAH KERJA	Duri	BN-1	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	78.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4607
108	PT Example	BENTUK USAHA TETAP	2510	WILAYAH KERJA	Attaka	BN-8	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PRODUKSI	INJEKSI	25.00000	-	-	SHELF	-	TERVERIFIKASI	6225
109	Example Co.	UNIT PELAKSANA	3128	WILAYAH KERJA	Tuban	BN-4	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	ANALISA FORMASI	ANALISA PETROFISIKA	80.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8924
110	PT Oil	UNIT PELAKSANA	4309	WILAYAH KERJA	Rokan	BN-7	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	KERJA ULANG	WORK OVER & WELL SERVICE	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	3420
111	PT Oil	UNIVERSITAS	4680	WILAYAH KERJA	Tuban	BN-5	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	60.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	6483
112	PT Example	UNIT PELAKSANA	2919	WILAYAH KERJA	Rokan	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	PRODUKSI	DESAIN PRODUKSI	42.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	1185
113	PT Oil	UNIVERSITAS	1290	WILAYAH KERJA	Tuban	BN-7	-	Production Optimization Strategies	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ANALISA FORMASI	ANALISA PETROFISIKA	25.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5106
114	PT Fake	BENTUK USAHA TETAP	341	WILAYAH KERJA	Arun	BN-4	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	93.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	6151
115	PT Gas	UNIT PELAKSANA	3446	WILAYAH KERJA	Jambi-Merang	BN-3	-	Enhanced Oil Recovery (EOR) Techniques	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ANALISA FORMASI	ANALISA PETROFISIKA	92.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8298
116	Example Co.	UNIT PELAKSANA	2710	WILAYAH KERJA	Jambi-Merang	BN-4	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	PETROGRAFI	46.00000	-	-	BOX	-	TERVERIFIKASI	4356
117	PT Oil	UNIVERSITAS	4921	WILAYAH KERJA	Mahakam	BN-3	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	38.00000	-	-	SHELF	-	TERVERIFIKASI	5597
118	PT Example	BENTUK USAHA TETAP	4514	WILAYAH KERJA	Tuban	BN-1	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	FILM	KEUANGAN	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	89.00000	-	-	SHELF	-	TERVERIFIKASI	1200
119	PT Example	UNIVERSITAS	751	WILAYAH KERJA	Mahakam	BN-5	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	KERTAS	KEUANGAN	PENGEBORAN	LAPORAN BIAYA	29.00000	-	-	RACK	-	TERVERIFIKASI	6753
120	PT Example	BADAN USAHA	420	WILAYAH KERJA	Duri	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	37.00000	-	-	RACK	-	TERVERIFIKASI	7794
121	PT Oil	UNIT PELAKSANA	1039	WILAYAH KERJA	Tuban	BN-6	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PENGEBORAN	LUMPUR DAN MATERIAL	100.00000	-	-	SHELF	-	TERVERIFIKASI	1442
122	PT Gas	UNIT PELAKSANA	4815	WILAYAH KERJA	Mahakam	BN-4	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	59.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	5672
123	Example Co.	UNIT PELAKSANA	4129	WILAYAH KERJA	Attaka	BN-8	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	89.00000	-	-	RACK	-	TERVERIFIKASI	2453
124	PT Gas	BADAN USAHA	3832	WILAYAH KERJA	Tuban	BN-7	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PENGUJIAN SUMUR	ANALISA PVT	45.00000	-	-	BOX	-	TERVERIFIKASI	3786
125	PT Example	BADAN USAHA	4764	WILAYAH KERJA	Mahakam	BN-8	-	Enhanced Oil Recovery (EOR) Techniques	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	88.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	2969
126	PT Oil	UNIT PELAKSANA	4471	WILAYAH KERJA	Jambi-Merang	BN-1	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	KERTAS	KEUANGAN	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	83.00000	-	-	RACK	-	TERVERIFIKASI	7033
127	PT Oil	BENTUK USAHA TETAP	1920	WILAYAH KERJA	Arun	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	KERJA ULANG	WORK OVER & WELL SERVICE	50.00000	-	-	RACK	-	TERVERIFIKASI	4123
128	Example Co.	UNIT PELAKSANA	4521	WILAYAH KERJA	Mahakam	BN-3	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PRODUKSI	INJEKSI	25.00000	-	-	SHELF	-	TERVERIFIKASI	6790
129	Example Co.	UNIVERSITAS	3584	WILAYAH KERJA	Duri	BN-6	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	26.00000	-	-	SHELF	-	TERVERIFIKASI	7625
130	PT Example	BENTUK USAHA TETAP	2999	WILAYAH KERJA	Tuban	BN-1	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	PENGUJIAN SUMUR	LAPORAN/ANALISA PERCONTOH	29.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	3702
131	Example Co.	BENTUK USAHA TETAP	4217	WILAYAH KERJA	Cepu	BN-4	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN AKHIR	ABANDONED AND PLUG	54.00000	-	-	BOX	-	TERVERIFIKASI	9700
132	PT Gas	BENTUK USAHA TETAP	1260	WILAYAH KERJA	Sampang	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	75.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	7359
133	Example Co.	UNIVERSITAS	3202	WILAYAH KERJA	Jambi-Merang	BN-2	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	KERTAS	KEUANGAN	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	58.00000	-	-	RACK	-	TERVERIFIKASI	2337
134	PT Fake	BENTUK USAHA TETAP	2413	WILAYAH KERJA	Sampang	BN-6	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	KERTAS	KEUANGAN	KERJA ULANG	STIMULASI SUMUR	61.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2894
135	Example Co.	BADAN USAHA	2285	WILAYAH KERJA	Mahakam	BN-6	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	PENGUJIAN SUMUR	LAPORAN/ANALISA PERCONTOH	36.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	8219
136	Example Co.	UNIT PELAKSANA	4754	WILAYAH KERJA	Duri	BN-1	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	ASPEK KEGEOLOGIAN	PALEONTOLOGI	47.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	7122
137	PT Gas	UNIT PELAKSANA	1466	WILAYAH KERJA	Tuban	BN-8	-	Formation Evaluation and Petrophysical Analysis	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	70.00000	-	-	RACK	-	TERVERIFIKASI	7192
138	PT Gas	UNIT PELAKSANA	1453	WILAYAH KERJA	Duri	BN-7	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	51.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	6025
139	Example Co.	UNIVERSITAS	4037	WILAYAH KERJA	Cepu	BN-5	-	Enhanced Oil Recovery (EOR) Techniques	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	LAPORAN LAINYA	LAPORAN LAINYA	80.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8592
140	PT Gas	BADAN USAHA	3216	WILAYAH KERJA	Cepu	BN-4	-	Reservoir Characterization and Modeling	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	98.00000	-	-	RACK	-	TERVERIFIKASI	8764
141	PT Fake	UNIT PELAKSANA	4315	WILAYAH KERJA	Arun	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGEBORAN	LEAK OF TEST (LOT)	45.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	4560
142	Example Co.	UNIT PELAKSANA	4428	WILAYAH KERJA	Cepu	BN-1	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	5776
143	Example Co.	UNIT PELAKSANA	3050	WILAYAH KERJA	Sampang	BN-2	-	Enhanced Oil Recovery (EOR) Techniques	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	33.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	9180
144	PT Gas	UNIT PELAKSANA	447	WILAYAH KERJA	Duri	BN-8	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	KERTAS	KEUANGAN	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	34.00000	-	-	RACK	-	TERVERIFIKASI	6835
